Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Broad match,USA,Sunday,1,Nov,0,64,5.14166355650266,5.211728415493796,5.3517237727605895,-0.21019457697340638,-0.09597378314600524,84.0,7.06,34.92,4.8,5,1
Phrase match,B,Saturday,1,Dec,0,100,5.968707559985366,6.098062578372862,6.459274501725402,1.8190303450364382,-0.0756869253074995,50.0,4.64,49.99,0.97,4,1
Exact match,B,Wednesday,0,Dec,0,38,5.351858133476067,5.562606554642926,5.527162842335154,-0.21266227384662706,0.018228194901139246,46.0,2.69,10.75,1.25,4,3
Broad match,A,Monday,0,Nov,0,84,3.9318256327243257,4.428132963358338,4.494356528290166,-0.2481796294755343,-0.07377383075045771,77.0,2.84,9.17,1.06,4,2
Phrase match,B,Sunday,1,Sep,0,8,2.3978952727983707,3.1743440266439973,3.5530848296841615,0.0,-0.2170361139498972,32.0,3.34,5.98,1.39,3,1
Broad match,USA,Saturday,1,Mar,0,23,5.968707559985366,5.562606554642925,5.4576436268717,-0.20692071580732208,0.04196981559815028,50.0,4.64,49.99,6.52,4,2
Exact match,USA,Friday,0,Mar,0,24,4.2626798770413155,5.633493979258468,5.735345290670133,0.0,-0.05293234752325522,5.0,0.05,3.51,5.69,3,1
Broad match,USA,Sunday,1,Apr,0,1,4.2626798770413155,4.577083071448678,4.502608017403509,0.0,0.026948845234916984,78.0,3.78,19.19,21.77,5,2
Broad match,USA,Sunday,1,Mar,0,8,3.713572066704308,4.577083071448678,4.5357197998694225,-0.19867069479548416,0.009919928538160878,82.0,2.83,8.0,54.19,4,6
Exact match,USA,Thursday,0,Mar,0,11,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.09237530927500734,63.0,2.97,11.89,23.24,4,1
Phrase match,B,Thursday,0,Aug,0,32,5.771441123130016,6.175867270105761,6.210192061322484,0.0,-0.005884249922866807,76.0,4.02,14.77,1.5,5,1
Exact match,USA,Sunday,1,Dec,0,50,3.044522437723423,3.876164238083596,3.590164926824084,-0.33085424431698973,0.197788399790658,50.0,3.75,9.14,6.4,4,1
Broad match,C,Thursday,0,Jul,0,88,4.948759890378168,5.281793274484931,5.35226941628827,-0.21019457697340638,-0.03610386167753315,71.0,2.97,9.15,2.44,5,8
Exact match,USA,Saturday,1,Aug,0,51,3.713572066704308,4.656826301137289,4.762921480913423,0.0,-0.06591584644461025,82.0,2.83,8.0,3.91,4,1
Broad match,B,Tuesday,0,Aug,0,34,3.9318256327243257,4.042110380829989,4.235121672094164,0.0,-0.1323505997240056,75.0,2.4,9.08,25.28,5,22
Phrase match,USA,Sunday,1,Jul,0,71,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,5.16,5,1
Phrase match,A,Thursday,0,Nov,1,74,6.175867270105761,6.58063913728495,6.514364763991998,0.0,0.04544528454373747,25.0,2.59,12.46,7.43,4,5
Phrase match,USA,Thursday,0,Nov,0,88,3.9318256327243257,4.428132963358338,4.494356528290166,-0.2481796294755343,-0.07377383075045771,77.0,2.84,9.17,29.18,4,7
Exact match,A,Thursday,0,Mar,0,32,6.580639137284949,7.492884799324524,7.331886638918515,0.0,0.09261343275118869,54.0,2.97,14.98,1.34,4,1
Exact match,A,Sunday,1,Sep,0,1,3.4339872044851463,5.352680699100474,5.110848679895016,0.21019457697340638,0.11221862280014278,82.0,4.15,11.06,2.67,4,1
Exact match,USA,Friday,0,Nov,0,80,2.3978952727983707,3.044522437723423,3.156030709220237,0.0,-0.019115703685168264,53.0,3.32,14.88,16.37,5,2
Broad match,USA,Saturday,1,Dec,0,58,5.968707559985366,5.837196602081799,5.837196602081799,-0.19726643685535006,0.011272367820305903,22.0,2.37,9.89,5.25,4,1
Phrase match,A,Monday,0,Jan,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,5,1
Phrase match,USA,Monday,0,Jan,0,12,2.3978952727983707,2.3978952727983707,1.998246060665309,0.0,0.3425564675426243,21.0,0.0,0.0,2.35,5,1
Phrase match,C,Sunday,1,Apr,0,1,5.771441123130016,6.175867270105761,6.243329247968959,0.0,-0.05782455245416941,76.0,4.02,14.77,6.7,5,8
Broad match,A,Friday,0,Apr,0,3,4.948759890378168,5.013061112419666,5.077362334461164,0.0,-0.044092266542741114,59.0,4.24,23.27,1.94,5,3
Broad match,C,Tuesday,0,Dec,0,48,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,18.0,0.0,0.0,0.41,4,1
Phrase match,A,Monday,0,Dec,1,40,5.564520407322694,4.640323322910606,4.567339925600386,0.23922968906583453,0.09092058392024938,37.0,11.68,52.74,3.72,5,3
Exact match,A,Wednesday,0,Apr,0,5,3.9318256327243257,4.51085950651685,4.184966975283918,0.0,0.1800735055495084,75.0,2.4,9.08,4.23,5,1
Broad match,USA,Tuesday,0,Jul,0,62,2.3978952727983707,2.828980049415072,2.721208855260897,0.6466271649250523,0.09237530927500741,46.0,2.58,5.22,10.7,5,5
Exact match,B,Friday,0,Dec,0,101,5.351858133476067,6.172684752418561,5.762271442947314,-0.6119315772995835,0.21106970201378403,46.0,2.69,10.75,0.56,4,1
Phrase match,A,Thursday,0,Sep,0,11,4.948759890378168,4.152395128935653,4.282012557033654,-0.33085424431698973,-0.08556634841137165,17.0,5.22,34.91,58.08,4,25
Phrase match,A,Wednesday,0,Mar,0,26,5.351858133476067,5.422745558091609,5.45818927039938,-0.21266227384662706,-0.030380324835232477,46.0,2.69,10.75,0.89,4,1
Exact match,USA,Wednesday,0,Jul,0,68,3.713572066704308,3.5271821585581997,3.4873814099124942,0.2795848622191617,-0.02509032582863954,49.0,4.48,21.42,98.92,5,6
Exact match,USA,Tuesday,0,Feb,0,41,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,82.0,2.83,8.0,5.59,4,2
Broad match,A,Sunday,1,Oct,0,106,2.3978952727983707,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,50.0,2.96,10.95,1.62,5,1
Broad match,USA,Thursday,0,Dec,1,39,3.044522437723423,3.3041656155645724,3.824786017882199,0.0,-0.23131081283550817,50.0,3.02,7.97,4.48,4,1
Exact match,USA,Wednesday,0,Jul,0,75,9.200391041122515,9.133508290691841,9.23383377646569,-0.2006482512920229,-0.06306157847180974,2.0,3.72,16.99,3.84,3,1
Broad match,B,Friday,0,Dec,0,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,4,1
Phrase match,A,Wednesday,0,Sep,0,5,3.9318256327243257,4.317848215252675,4.088461329651831,0.0,0.16352968058400802,32.0,4.39,14.7,13.74,4,10
Exact match,USA,Wednesday,0,Apr,0,5,5.351858133476067,5.699249458210251,5.56099750815093,0.0,0.03585246422997618,46.0,2.69,10.75,14.66,4,1
Broad match,B,Thursday,0,Jan,0,23,6.3818160174060985,6.647445300168694,6.61404221872682,0.20041848865123058,0.02863121266446116,73.0,4.2,46.65,2.06,5,2
Broad match,B,Monday,0,Dec,0,63,5.564520407322694,5.633493979258468,5.633493979258468,0.0,-0.023648081806550775,21.0,3.74,12.52,0.67,3,1
Exact match,A,Saturday,1,Aug,0,30,2.3978952727983707,2.613437661106721,2.721208855260897,0.0,-0.12932543298501084,63.0,2.97,11.89,11.08,4,1
Broad match,A,Sunday,1,Nov,0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,5,2
Phrase match,B,Tuesday,0,Dec,0,118,2.3978952727983707,2.613437661106721,2.613437661106721,0.0,-0.0739002474200059,46.0,2.58,5.22,0.96,5,1
Phrase match,A,Tuesday,0,Jan,0,25,4.948759890378168,3.8590744440509863,4.047098058072575,0.0,-0.07004453318278549,17.0,5.22,34.91,27.12,4,20
Broad match,USA,Wednesday,0,Apr,0,5,3.044522437723423,3.6203771126312545,3.50886884113444,0.0,0.051068259367357975,78.0,2.95,8.71,9.61,5,2
Broad match,A,Thursday,0,Jul,0,81,2.3978952727983707,3.1247477810820397,3.491911112566514,-0.6466271649250523,-0.28895165196035644,1.0,0.0,0.0,23.58,3,12
Broad match,C,Thursday,0,Aug,0,53,4.948759890378168,5.763091084482266,5.698292531870368,0.0,0.08039754947564094,71.0,2.97,9.15,1.56,5,2
Broad match,B,Tuesday,0,Dec,0,97,3.713572066704308,4.643306636380506,4.748440644711473,-0.19867069479548416,-0.09011486428368755,82.0,2.83,8.0,1.58,4,1
Exact match,USA,Wednesday,0,Jul,0,82,3.713572066704308,4.802793095757729,4.721558209334169,-0.4379003838613187,0.05595963470214776,82.0,2.83,8.0,28.22,4,2
Broad match,USA,Sunday,1,Mar,0,15,3.044522437723423,3.8034130494102563,3.9277493923627085,-0.8286926725561692,-0.11300833271907176,53.0,4.25,18.02,72.37,5,7
Broad match,USA,Monday,0,Apr,0,7,5.968707559985366,6.041058554447179,6.039409675569672,-0.4044261469757453,-0.010424372969016344,22.0,2.37,9.89,10.64,4,1
Broad match,B,Thursday,0,Feb,0,4,6.3818160174060985,6.58063913728495,6.61404221872682,0.0,-0.017178727598677175,54.0,2.89,9.12,4.87,4,13
Broad match,USA,Wednesday,0,Oct,0,122,5.771441123130016,5.768223030146025,5.902991913419094,0.19726643685535006,-0.04621330267399759,71.0,4.48,23.06,169.84,5,20
Broad match,USA,Thursday,0,Mar,0,32,3.713572066704308,4.152395128935652,4.397850882658079,0.0,-0.1186810419417333,82.0,2.83,8.0,1.55,4,1
Broad match,USA,Friday,0,Aug,0,31,2.3978952727983707,3.088623227256221,3.2613052158706837,-1.0360919316867756,-0.1480131330981108,30.0,3.38,9.12,3.4,5,1
Phrase match,USA,Saturday,1,Mar,0,23,4.2626798770413155,3.96935919215665,3.748270675357425,-0.33085424431698973,0.142150575967554,54.0,2.53,9.11,27.65,5,2
Exact match,USA,Monday,0,Jul,0,84,5.351858133476067,5.351858133476067,5.422745558091609,0.0,-0.036456389802279096,46.0,2.69,10.75,11.33,4,1
Broad match,B,Saturday,1,Nov,0,79,3.044522437723423,3.267538980717051,3.285852298140812,0.0,-0.025394555373314302,78.0,2.95,8.71,0.57,5,1
Exact match,C,Thursday,0,Jun,0,109,3.044522437723423,2.958801638335647,2.786119649721184,0.6466271649250523,0.10350287403962792,70.0,2.76,11.6,0.35,5,1
Broad match,USA,Monday,0,Jun,1,98,5.771441123130016,5.633493979258468,5.647288693645622,0.20692071580732208,-1.621584518530165e-16,41.0,2.69,8.64,9.96,5,3
Exact match,A,Wednesday,0,Nov,0,138,3.044522437723423,2.613437661106721,2.613437661106721,-0.6466271649250523,0.03695012371000295,47.0,3.79,12.29,0.01,5,1
Phrase match,C,Thursday,0,Sep,0,25,2.3978952727983707,3.1743440266439973,3.5530848296841615,0.0,-0.2170361139498972,32.0,3.34,5.98,0.94,3,2
Broad match,USA,Wednesday,0,Dec,0,40,4.2626798770413155,4.428132963358338,4.5357197998694225,-0.2481796294755343,-0.0695120661757306,78.0,3.78,19.19,49.2,5,7
Broad match,A,Sunday,1,Feb,0,1,3.044522437723423,2.828980049415072,2.9367512435692475,0.6466271649250523,-0.055425185565004274,49.0,2.51,15.17,41.96,4,14
Broad match,A,Tuesday,0,Nov,0,90,5.564520407322694,5.633493979258468,5.700858504702246,-0.20692071580732208,-0.05774102180895302,21.0,3.74,12.52,1.38,3,1
Broad match,A,Tuesday,0,Aug,0,34,3.713572066704308,4.656826301137289,4.762921480913423,0.0,-0.06591584644461025,82.0,2.83,8.0,1.33,4,1
Broad match,A,Saturday,1,Sep,0,2,8.38958706681109,8.188966863648876,8.188966863648874,0.0,0.0,51.0,4.08,26.03,1.32,5,2
Phrase match,A,Thursday,0,Dec,0,67,5.771441123130016,5.97200531774038,5.973452369481212,-0.19726643685535006,0.01102430180759157,23.0,4.71,15.24,15.19,3,10
Broad match,USA,Tuesday,0,Nov,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,5,3
Broad match,B,Sunday,1,Nov,0,64,2.3978952727983707,2.8289800494150725,3.149545903863018,-0.6466271649250523,-0.25251560285471275,32.0,3.34,5.98,0.77,3,1
Broad match,A,Sunday,1,Dec,0,62,6.580639137284949,6.714251463052437,6.680848381610564,-0.20041848865123058,0.017178727598677654,10.0,1.57,10.44,0.65,3,1
Broad match,C,Tuesday,0,Mar,0,13,4.948759890378168,5.217492052443434,5.459082198040765,0.0,-0.18310109681748618,71.0,2.97,9.15,0.97,5,2
Exact match,A,Tuesday,0,Jul,0,62,2.3978952727983707,2.8289800494150725,2.828980049415072,-0.6466271649250523,0.0,32.0,2.95,8.48,3.28,3,1
Broad match,A,Tuesday,0,Dec,0,46,3.713572066704308,4.494356528290166,4.5755914147137275,0.2481796294755343,-0.02810767364264113,82.0,2.83,8.0,7.38,4,2
Exact match,USA,Thursday,0,Mar,0,25,2.3978952727983707,3.1743440266439973,3.131483626950109,0.38946476676172326,-0.014907632438860358,50.0,2.96,10.95,1.04,5,1
Phrase match,A,Wednesday,0,Dec,0,54,3.9318256327243257,4.411629985131655,4.461244745824252,0.0,-0.05105046688596562,75.0,2.4,9.08,0.09,5,1
Broad match,A,Monday,0,Sep,0,14,3.713572066704308,3.4339872044851467,3.3041656155645716,0.0,0.0667653885877239,49.0,4.48,21.42,7.03,5,1
Phrase match,B,Wednesday,0,Jun,0,89,4.948759890378168,4.411629985131655,4.378518202665741,-0.44685032427101845,0.017028916696755866,17.0,5.22,34.91,20.06,4,7
Broad match,USA,Wednesday,0,Aug,0,33,6.175867270105761,6.308544152009103,6.207679092704033,0.6051903558304188,0.11013116056096195,13.0,4.9,10.81,2.36,3,1
Phrase match,C,Monday,0,Jul,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4,1
Exact match,B,Tuesday,0,Dec,0,62,3.713572066704308,2.8289800494150725,3.1314836269501094,-0.6466271649250523,-0.19252339215659348,49.0,4.48,21.42,0.64,5,1
Broad match,B,Friday,0,Jan,0,17,3.9318256327243257,3.7658794899779324,3.903994935403961,0.49783842823917945,-0.05212484368670092,32.0,4.39,14.7,4.92,4,4
Broad match,USA,Monday,0,Dec,0,49,5.14166355650266,5.147427193452299,5.214610233968615,-0.19290366612449183,-0.06959658198389462,84.0,7.06,34.92,2.66,5,1
Broad match,A,Monday,0,Jul,0,77,6.580639137284949,6.714251463052437,6.7142514630524355,-0.20041848865123058,-0.011452485065784463,10.0,1.57,10.44,10.03,3,4
Phrase match,B,Tuesday,0,Mar,0,34,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,4.38,5,4
Broad match,USA,Thursday,0,Jul,0,74,5.351858133476067,5.352680699100474,5.4576436268716995,-0.21019457697340638,-0.08996822380390763,46.0,2.69,10.75,69.28,4,11
Broad match,USA,Sunday,1,Nov,0,78,3.9318256327243257,4.494356528290166,4.5026080174035075,-0.44685032427101845,-0.018425316085463588,75.0,2.4,9.08,76.34,5,7
Phrase match,USA,Wednesday,0,Jun,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,5,2
Phrase match,B,Tuesday,0,Mar,0,13,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,21.0,0.0,0.0,0.63,5,1
Broad match,B,Friday,0,Jul,0,66,3.9318256327243257,4.152395128935653,4.331627317726251,-0.33085424431698973,-0.11108251105327882,75.0,2.4,9.08,20.98,5,30
Exact match,A,Friday,0,Aug,0,45,2.3978952727983707,2.7432592500272954,2.786119649721184,0.0,-0.044297620800383936,45.0,0.0,0.0,1.89,4,1
Broad match,B,Sunday,1,Mar,0,8,2.3978952727983707,2.7432592500272954,2.6783484555670083,1.0360919316867756,0.05563782382310327,63.0,2.4,7.15,0.68,4,2
Broad match,B,Saturday,1,Oct,0,107,4.709530201312334,5.00338274172219,4.856456471517262,-0.4030982430978982,0.08923234976629635,64.0,1.55,4.56,1.89,3,2
Broad match,A,Wednesday,0,Oct,0,122,6.580639137284949,6.714251463052437,6.7142514630524355,0.0,0.0,10.0,1.57,10.44,1.79,3,1
Broad match,A,Sunday,1,Jan,1,36,3.713572066704308,3.6203771126312545,3.3973605696376254,-0.2795848622191617,0.09871794426991344,17.0,2.24,11.08,0.96,4,1
Phrase match,USA,Tuesday,0,Aug,0,41,3.9318256327243257,4.1248369239885,4.047098058072575,0.579033873792524,0.054161681298221125,32.0,4.39,14.7,90.77,4,19
Broad match,B,Friday,0,Jun,0,94,5.968707559985366,5.8339785090978085,5.870114173943203,0.40418715266267213,-0.018584056206202973,22.0,2.37,9.89,1.54,4,1
Broad match,USA,Monday,0,Jan,1,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.48,4,5
Broad match,USA,Tuesday,0,Jul,0,76,4.948759890378168,5.6973356055304825,5.6654147923944755,0.6168494265092992,0.01586474510126252,71.0,2.97,9.15,9.7,5,1
Exact match,A,Thursday,0,Dec,0,67,2.3978952727983707,3.044522437723423,3.0016620380295347,0.0,0.04429762080038399,45.0,0.0,0.0,0.28,4,1
Broad match,C,Tuesday,0,Nov,1,83,3.9318256327243257,4.079643940262312,3.886386120783453,-0.5491078103370075,0.05554051422586925,75.0,2.4,9.08,2.16,5,3
Phrase match,USA,Thursday,0,Oct,0,95,4.948759890378168,5.211728415493796,5.246760844989364,-0.21019457697340638,-0.03002779671048677,71.0,2.97,9.15,2.92,5,1
Broad match,A,Sunday,1,Sep,0,22,3.713572066704308,4.656826301137289,4.802793095757729,0.4379003838613187,-0.050045758155579136,82.0,2.83,8.0,16.94,4,3
Phrase match,C,Thursday,0,Aug,0,46,5.968707559985366,6.441381873016206,6.037437926137337,0.7890724611064064,0.299535062462836,50.0,4.64,49.99,2.06,4,2
Broad match,USA,Friday,0,Jul,0,59,3.044522437723423,3.6931283013045935,3.6567527069679238,-0.49783842823917945,-0.013245107166188225,50.0,3.75,9.14,175.06,4,14
Broad match,A,Wednesday,0,Dec,0,45,6.3818160174060985,6.58063913728495,6.547501950638473,0.0,0.028403302839835616,73.0,4.2,46.65,1.25,5,1
Broad match,USA,Wednesday,0,Apr,0,5,6.3818160174060985,6.866189061522206,6.823623343729193,0.12769715337904053,0.021890940579263714,11.0,1.72,8.66,40.77,3,4
Exact match,A,Monday,0,Nov,0,77,3.713572066704308,4.345406420199827,4.52746831075608,0.0,-0.10781352254181803,82.0,2.83,8.0,3.64,4,2
Broad match,B,Saturday,1,Dec,0,51,5.968707559985366,5.906249838788597,6.109708136880626,0.0,-0.11597726185735192,50.0,4.64,49.99,0.46,4,1
Broad match,USA,Friday,0,Mar,0,10,2.3978952727983707,0.0,0.0,0.0,0.0,43.0,0.0,0.0,11.09,3,1
Broad match,B,Friday,0,Sep,0,10,10.407318772389159,9.939835896042796,9.973864253966857,0.20417014754436558,-0.017500298360945146,8.0,2.64,9.19,0.99,5,1
Phrase match,B,Wednesday,0,Sep,0,5,3.9318256327243257,4.789273431000946,4.789273431000946,0.23922968906583453,0.013670267946619588,77.0,2.84,9.17,1.86,4,3
Broad match,USA,Thursday,0,Mar,0,11,4.948759890378168,5.217492052443434,5.459082198040765,0.0,-0.18310109681748618,71.0,2.97,9.15,25.53,5,3
Broad match,USA,Wednesday,0,Aug,0,33,10.407318772389159,10.007892611890918,10.007892611890918,0.0,4.790478147237153e-16,8.0,2.64,9.19,29.8,4,7
Exact match,A,Monday,0,Sep,0,21,5.351858133476067,5.281793274484932,5.35226941628827,0.0,-0.03638588417732962,46.0,2.69,10.75,6.89,4,3
Phrase match,B,Sunday,1,Sep,0,22,3.713572066704308,3.3973605696376254,3.415673887061386,0.38946476676172326,-0.02539455537331442,49.0,4.48,21.42,16.41,5,13
Broad match,A,Wednesday,0,Jan,0,33,3.713572066704308,2.958801638335647,3.131483626950109,1.0360919316867756,-0.0888078798588665,49.0,4.48,21.42,1.87,5,1
Broad match,B,Wednesday,0,Apr,0,5,6.78105762593618,7.083510578780078,6.9748498201511415,0.26213369919728446,0.04858569567322071,73.0,9.89,55.0,4.39,4,5
Broad match,USA,Tuesday,0,Oct,0,111,2.3978952727983707,2.613437661106721,2.505666466952546,-0.6466271649250523,0.055425185565004455,46.0,2.58,5.22,3.7,5,1
Broad match,B,Sunday,1,Apr,0,1,3.4339872044851463,4.51085950651685,4.542479632247814,0.0,-0.0020800858344651955,82.0,4.15,11.06,1.27,4,1
Broad match,A,Tuesday,0,Mar,0,34,3.713572066704308,4.152395128935652,4.397850882658079,0.0,-0.1186810419417333,82.0,2.83,8.0,1.39,4,1
Broad match,B,Saturday,1,Dec,0,42,5.968707559985366,5.968707559985366,5.937478699386982,0.0,0.03917062242063969,22.0,2.37,9.89,1.52,4,1
Phrase match,USA,Thursday,0,Nov,1,67,3.9318256327243257,4.428132963358338,4.494356528290166,-0.2481796294755343,-0.07377383075045771,77.0,2.84,9.17,4.49,4,1
Broad match,USA,Wednesday,0,Sep,0,19,4.948759890378168,5.211728415493796,5.317236986792703,0.21019457697340638,-0.05440256220362163,71.0,2.97,9.15,218.53,5,35
Exact match,A,Thursday,0,Aug,0,53,3.044522437723423,3.470111758310965,3.535022552771252,0.38946476676172326,-0.061830604478957885,50.0,3.75,9.14,8.09,4,1
Phrase match,C,Friday,0,Nov,0,129,5.968707559985366,6.010684678640434,6.22603327582832,-0.41958298965394913,-0.11974780943700812,50.0,4.64,49.99,0.32,4,1
Broad match,A,Monday,0,Dec,0,63,4.948759890378168,4.933317882731054,5.072523149112425,-0.23922968906583453,-0.08427349575138603,71.0,2.97,9.15,6.52,5,3
Broad match,USA,Saturday,1,Jul,0,72,3.713572066704308,4.152395128935652,4.24890077456774,0.0,-0.016543824965500685,82.0,2.83,8.0,5.15,4,1
Phrase match,B,Thursday,0,Dec,0,53,2.3978952727983707,2.828980049415072,3.0016620380295347,0.6466271649250523,-0.11106300938810772,32.0,3.34,5.98,1.62,3,1
Broad match,USA,Saturday,1,Aug,0,30,6.78105762593618,6.996132679047649,7.118093117860778,0.0,-0.07770157991516857,9.0,2.09,6.43,6.26,3,1
Broad match,A,Sunday,1,Oct,0,118,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,0.0,0.0,1.26,3,1
Exact match,B,Sunday,1,Mar,0,22,5.968707559985366,6.173815101121544,6.1359388397472046,-0.6113468627830674,0.029931227950746667,50.0,4.64,49.99,1.81,4,2
Broad match,B,Monday,0,Jul,0,63,4.948759890378168,5.281793274484931,5.35226941628827,-0.21019457697340638,-0.03610386167753315,71.0,2.97,9.15,1.19,5,2
Broad match,A,Sunday,1,Jul,0,57,5.14166355650266,5.564520407322694,5.493632982707151,0.0,0.048608519736371605,6.0,3.98,16.2,18.83,3,10
Phrase match,B,Friday,0,Aug,0,52,2.3978952727983707,3.044522437723423,2.9367512435692475,0.0,0.09237530927500734,21.0,0.0,0.0,7.92,5,4
Broad match,USA,Tuesday,0,Aug,0,48,3.044522437723423,3.1743440266439973,3.2858522981408114,-0.38946476676172326,-0.03509198152626327,49.0,2.51,15.17,187.43,4,30
Broad match,B,Wednesday,0,Sep,0,5,3.713572066704308,4.428132963358339,4.469496234937594,0.0,-0.007090846556443819,72.0,3.28,16.4,1.33,5,1
Exact match,USA,Friday,0,Aug,0,31,3.713572066704308,4.2626798770413155,4.24890077456774,0.0,-0.011819561260274593,82.0,2.83,8.0,27.89,4,2
Exact match,B,Thursday,0,Jun,0,95,3.044522437723423,3.786323255377647,3.7948681523939523,0.0,-0.032842428650623805,53.0,4.25,18.02,2.46,5,2
Exact match,A,Thursday,0,Oct,0,95,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,63.0,2.97,11.89,0.06,4,1
Broad match,USA,Monday,0,Oct,1,112,3.044522437723423,4.042110380829989,3.96935919215665,0.33085424431698973,0.024943264688002023,53.0,4.25,18.02,6.12,5,2
Exact match,C,Thursday,0,Aug,0,39,4.709530201312334,5.147427193452299,4.902126747294794,-0.19290366612449183,0.12814320892462627,53.0,2.72,8.25,1.5,5,3
Broad match,B,Monday,0,Nov,0,82,3.4339872044851463,5.211728415493796,5.112394763956731,0.21019457697340638,0.05207392998185715,82.0,4.15,11.06,0.61,4,1
Broad match,A,Wednesday,0,Apr,0,5,5.564520407322694,5.702467551194242,5.735345290670133,0.20692071580732208,-0.04000496045403961,37.0,6.03,19.79,22.85,4,14
Broad match,A,Monday,0,Sep,0,7,5.14166355650266,5.493632982707151,5.529076695014922,-0.21266227384662706,-0.030380324835232477,6.0,3.98,16.2,4.08,3,4
Phrase match,C,Sunday,1,Jul,0,71,2.3978952727983707,2.828980049415072,2.721208855260897,0.6466271649250523,0.09237530927500741,46.0,2.58,5.22,0.3,5,1
Phrase match,USA,Wednesday,0,Nov,0,94,2.3978952727983707,2.613437661106721,2.8510304441814713,0.0,-0.21834595110197597,30.0,3.38,9.12,15.13,5,2
Broad match,USA,Monday,0,Feb,0,0,8.999742789830492,9.200392401250353,9.233833776465692,0.4013005829675613,-0.005732574014999609,6.0,1.88,10.84,8.06,3,2
Broad match,USA,Tuesday,0,Apr,0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39,4,5
Phrase match,B,Tuesday,0,Jan,0,90,3.713572066704308,3.710218095337203,4.174309537678739,-0.8286926725561692,-0.28890323774486704,49.0,4.48,21.42,10.79,5,13
Broad match,USA,Friday,0,Dec,0,36,6.78105762593618,6.866189061522206,6.931160870284927,0.12769715337904053,-0.018435004552412027,9.0,2.09,6.43,5.81,3,1
Phrase match,A,Monday,0,Sep,0,14,6.175867270105761,6.514364763991999,6.448090390699048,0.0,0.045445284543737106,25.0,2.59,12.46,53.91,4,31
Broad match,C,Saturday,1,Jan,0,86,3.044522437723423,3.3973605696376254,3.285852298140812,-0.6690496289808849,0.01283685199702163,78.0,2.95,8.71,1.56,5,1
Broad match,C,Tuesday,0,Mar,0,34,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.09237530927500734,46.0,2.58,5.22,1.16,5,2
Broad match,A,Monday,0,Oct,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,4,5
Broad match,A,Thursday,0,Nov,0,88,3.9318256327243257,4.152395128935652,4.152395128935653,0.33085424431698973,-0.01890595681811361,61.0,2.59,7.15,3.51,4,3
Phrase match,C,Monday,0,Nov,0,77,3.9318256327243257,4.428132963358338,4.494356528290166,-0.2481796294755343,-0.07377383075045771,77.0,2.84,9.17,1.3,4,2
Broad match,USA,Tuesday,0,Jan,0,34,3.9318256327243257,4.411629985131655,4.494356528290166,0.44685032427101845,-0.005658163963434239,75.0,2.4,9.08,43.25,5,2
Broad match,USA,Tuesday,0,Jan,0,27,2.3978952727983707,2.8289800494150725,2.893890843875359,-0.6466271649250523,-0.03338269429386204,45.0,0.0,0.0,9.37,4,2
Broad match,B,Saturday,1,Mar,0,37,3.713572066704308,4.152395128935652,4.397850882658079,0.0,-0.1186810419417333,82.0,2.83,8.0,4.93,4,3
Broad match,USA,Thursday,0,Jun,0,95,5.564520407322694,5.633493979258468,5.647288693645622,0.0,-0.0413841431614645,6.0,0.97,16.08,2.36,3,1
Exact match,C,Saturday,1,Aug,0,30,5.968707559985366,6.313166434972653,6.346303621619128,0.2059487473003374,0.006087839277766371,33.0,2.37,7.22,0.31,4,1
Broad match,A,Friday,0,Mar,0,24,6.90875477931522,6.886760798370891,6.897757788843055,0.26213369919728446,0.02807293868446116,3.0,3.06,14.25,2.28,5,2
